Restaurant Name,URL,Reviews,Tags,Created_at(date),Created_at(time)
KFC Mombasa Road,https://food.jumia.co.ke/restaurant/k9xc/kfc-mombasa-road,4.8,Chicken,31/07/2020,15:07:30
Jumia Party,https://food.jumia.co.ke/restaurant/k0zt/jumia-party,4.8,Alcoholic Drinks,31/07/2020,15:07:30
KFC - Langata,https://food.jumia.co.ke/restaurant/k1ki/kfc-langata,4.8,Burger  Chicken,31/07/2020,15:07:30
Big Square- Moi Avenue,https://food.jumia.co.ke/restaurant/k4tk/big-square-moi-avenue,4.7,Burger,31/07/2020,15:07:32
Black Gold (The Panari Hotel),https://food.jumia.co.ke/restaurant/k2zp/black-gold-the-panari-hotel,4.8,Burger  Pizza  Sandwiches  Continental,31/07/2020,15:07:32
KFC Mombasa Road,https://food.jumia.co.ke/restaurant/k9xc/kfc-mombasa-road,4.8,Chicken,31/07/2020,15:07:32
Jumia Party,https://food.jumia.co.ke/restaurant/k0zt/jumia-party,4.8,Alcoholic Drinks,31/07/2020,15:07:32
KFC - Langata,https://food.jumia.co.ke/restaurant/k1ki/kfc-langata,4.8,Burger  Chicken,31/07/2020,15:07:32
KFC Southfield,https://food.jumia.co.ke/restaurant/k8lr/kfc-southfield,4.8,Chicken,31/07/2020,15:07:32
KFC Junction,https://food.jumia.co.ke/restaurant/k3vg/kfc-junction,4.7,Chicken,31/07/2020,15:07:32
KFC - Buruburu,https://food.jumia.co.ke/restaurant/k7oh/kfc-buruburu,4.9,Chicken,31/07/2020,15:07:32
KFC Limuru Road,https://food.jumia.co.ke/restaurant/k2gf/kfc-limuru-road,4.8,Chicken,31/07/2020,15:07:32
KFC Lavington,https://food.jumia.co.ke/restaurant/k3gf/kfc-lavington,4.8,Chicken,31/07/2020,15:07:32
KFC Woodvale,https://food.jumia.co.ke/restaurant/k7ei/kfc-westlands,4.7,Chicken,31/07/2020,15:07:32
KFC Waiyaki Way Drive Thru,https://food.jumia.co.ke/restaurant/k8uf/kfc-waiyaki-way-drive-thru,4.8,Chicken,31/07/2020,15:07:32
KFC Galleria Mall,https://food.jumia.co.ke/restaurant/k2gs/kfc-galleria-mall,4.8,Chicken,31/07/2020,15:07:32
KFC Village Market,https://food.jumia.co.ke/restaurant/k0ja/kfc-village-market,4.8,Burger  Chicken,31/07/2020,15:07:32
Burger King - Lavington,https://food.jumia.co.ke/restaurant/k2ek/burger-king-lavington,4.6,Burger,31/07/2020,15:07:32
KFC Northview,https://food.jumia.co.ke/restaurant/k3hv/kfc-northview,4.8,Alcoholic Drinks  Burger  Chicken,31/07/2020,15:07:32
KFC - Jubilee,https://food.jumia.co.ke/restaurant/k0dj/kfc-jubilee,4.9,Chicken,31/07/2020,15:07:33
KFC Kimathi Street,https://food.jumia.co.ke/restaurant/k0rm/kfc-kimathi-street,4.8,Chicken,31/07/2020,15:07:33
KFC The Hub,https://food.jumia.co.ke/restaurant/k8es/kfc-the-hub,4.8,Chicken,31/07/2020,15:07:33
CJ's CBD,https://food.jumia.co.ke/restaurant/k3yg/cj-s,4.6,Burger  Desserts  Pizza  Salad  Sandwiches  Continental,31/07/2020,15:07:33
Burger King - Nextgen,https://food.jumia.co.ke/restaurant/k5hn/burger-king-nextgen,4.6,Chicken  Milkshakes  Burger,31/07/2020,15:07:33
Chakula Chap Chap - Westlands,https://food.jumia.co.ke/restaurant/k8cu/chakula-chap-chap-westlands,5,Chicken  Indian,31/07/2020,15:07:33
Chicken Inn - Ambassador,https://food.jumia.co.ke/restaurant/k6zm/chicken-inn-ambassador,5,Burger  Chicken,31/07/2020,15:07:33
Burger King - TRM,https://food.jumia.co.ke/restaurant/k4hu/burger-king-trm,4.7,Burger,31/07/2020,15:07:33
Pizza Inn - Bellevue,https://food.jumia.co.ke/restaurant/k0ew/pizza-inn-bellevue,4.6,Pizza,31/07/2020,15:07:33
Big Square - Mombasa Road,https://food.jumia.co.ke/restaurant/k9bm/big-square-mombasa-road,4.7,Burger  Chicken  Barbeque,31/07/2020,15:07:33
Java House Prestige,https://food.jumia.co.ke/restaurant/k6nf/java-house-ngong-road,4.6,Continental  Chicken,31/07/2020,15:07:33
Artcaffe Capital Center,https://food.jumia.co.ke/restaurant/k0un/artcaffe-capital-center,4.6,Burger  Continental  Salad  Sandwiches  Cakes & Pastries,31/07/2020,15:07:33
Chicken Inn-Ngong Road,https://food.jumia.co.ke/restaurant/k1tu/chicken-inn-ngong-road,4.6,Burger  Chicken,31/07/2020,15:07:33
Mama Rocks - Kilimani,https://food.jumia.co.ke/restaurant/k3hp/mama-rocks-kilimani,4.7,African  Burger,31/07/2020,15:07:33
Artcaffe - Valley Arcade,https://food.jumia.co.ke/restaurant/k8rh/artcaffe-valley-arcade,4.6,Burger  Cakes & Pastries  Salad  Sandwiches  Continental,31/07/2020,15:07:33
Marita's Bhajias - Kilimani,https://food.jumia.co.ke/restaurant/k1rc/marita-s-bhajias-kilimani,4.6,Continental  Indian  Chicken,31/07/2020,15:07:33
Subway - Westlands,https://food.jumia.co.ke/restaurant/k2sw/subway-westlands,4.7,Salad  Sandwiches,31/07/2020,15:07:33
Subway - Junction,https://food.jumia.co.ke/restaurant/k7nu/subway-junction,4.7,Salad  Sandwiches,31/07/2020,15:07:33
Ohcha Noodle Bar - Junction,https://food.jumia.co.ke/restaurant/k0eq/ohcha-noodle-bar-junction,4.6,Chinese  Thai,31/07/2020,15:07:33
Java House - Sarit,https://food.jumia.co.ke/restaurant/k7oe/java-sarit,4.6,Continental  Chicken,31/07/2020,15:07:33
Chicken Inn - Westlands,https://food.jumia.co.ke/restaurant/k9be/chicken-inn-westlands,4.6,Burger  Chicken,31/07/2020,15:07:33
Chicken Inn-South B,https://food.jumia.co.ke/restaurant/k1rp/chicken-inn-south-b,4.6,Chicken,31/07/2020,15:07:34
Burger King- Two rivers,https://food.jumia.co.ke/restaurant/k1vu/burger-king-two-rivers,4.7,Chicken  Burger,31/07/2020,15:07:34
Galito's -Ngong road,https://food.jumia.co.ke/restaurant/k0uw/galito-s-ngong-road,4.6,Chicken,31/07/2020,15:07:34
Burger King - The Hub,https://food.jumia.co.ke/restaurant/k3mo/burger-king-the-hub,4.6,Burger,31/07/2020,15:07:34
Bbrood -Sarit Centre,https://food.jumia.co.ke/restaurant/k8gk/bbrood-sarit-centre,4.7,Cakes & Pastries,31/07/2020,15:07:34
Chinese Kitchen & Dim Sum House,https://food.jumia.co.ke/restaurant/k9yk/chinese-kitchen-dim-sum-house,4.3,Chicken  Seafood  Chinese,31/07/2020,15:07:34
Mama Rocks - Westlands,https://food.jumia.co.ke/restaurant/k3bt/mama-rocks-westlands,4.6,African  Burger,31/07/2020,15:07:34
Bbrood -Adlife Plaza,https://food.jumia.co.ke/restaurant/k9xm/bbrood-adlife-plaza,4.8,Cakes & Pastries,31/07/2020,15:07:34
Chicken Inn - Langata Road,https://food.jumia.co.ke/restaurant/k7hr/chicken-inn-langata-road,4.6,Chicken,31/07/2020,15:07:34
Wok On Wheels,https://food.jumia.co.ke/restaurant/k4bn/wok-on-wheels-ltd,4.7,Chinese,31/07/2020,15:07:34
Mugg and Bean On the Move-Mombasa Road,https://food.jumia.co.ke/restaurant/k8yr/mugg-and-bean-on-the-move-mombasa-road,4.8,Sandwiches  Snacks  Continental,31/07/2020,15:07:34
Galito's - Bellevue,https://food.jumia.co.ke/restaurant/k9zn/galito-s-bellevue,4.7,Chicken,31/07/2020,15:07:34
Haandi Restaurant,https://food.jumia.co.ke/restaurant/k9fz/haandi-restaurant,4.5,Chicken  Seafood  Vegetarian  Indian,31/07/2020,15:07:34
Java House - Parklands,https://food.jumia.co.ke/restaurant/k6gt/java-parklands,4.7,Continental  Chicken,31/07/2020,15:07:34
Gyros 2 Go - Valley Arcade,https://food.jumia.co.ke/restaurant/k4fc/gyros-2-go-valley-arcade,4.6,Pizza  Salad,31/07/2020,15:07:34
Subway - Timau,https://food.jumia.co.ke/restaurant/k2bw/subway-timau,4.7,Salad  Sandwiches,31/07/2020,15:07:34
Dial A Koroga-Ngong Road,https://food.jumia.co.ke/restaurant/k3cq/dial-a-koroga-ngong-road,4.6,African  Kenyan  Chicken,31/07/2020,15:07:34
Pizza Mojo Adlife,https://food.jumia.co.ke/restaurant/k3bp/pizza-mojo-adlife,4.7,Pizza,31/07/2020,15:07:34
Pizza Inn- Union,https://food.jumia.co.ke/restaurant/k8cd/pizza-inn-union,4.6,Pizza,31/07/2020,15:07:34
Agulu Lounge,https://food.jumia.co.ke/restaurant/k7dv/agulu-lounge,4.6,Barbeque  Kenyan  African,31/07/2020,15:07:34
Gyros 2 go-Westlands,https://food.jumia.co.ke/restaurant/k7fr/gyros-2-go-westlands,4.6,Burger  Salad  Continental,31/07/2020,15:07:34
Java House - Lenana Road,https://food.jumia.co.ke/restaurant/k1ox/java-house-lenana,4.4,Continental  Chicken,31/07/2020,15:07:35
Pizza Inn - Capital Center,https://food.jumia.co.ke/restaurant/k7qb/pizza-inn-capital-center,4.6,Pizza,31/07/2020,15:07:35
Mugg and Bean On the Move-Hurlingham,https://food.jumia.co.ke/restaurant/k0zi/mugg-and-bean-on-the-move-hurlingham,4.8,Cakes & Pastries  Snacks  Sandwiches,31/07/2020,15:07:35
CJ's Karen,https://food.jumia.co.ke/restaurant/k8ob/cj-s-karen,4.8,Burger  Cakes & Pastries  Milkshakes  Pizza  Continental,31/07/2020,15:07:35
Bhajia House,https://food.jumia.co.ke/restaurant/k5ao/bhajia-house,4.3,Italian  Kenyan  Indian,31/07/2020,15:07:35
Zucchini Deli-Westlands,https://food.jumia.co.ke/restaurant/k3ha/zucchini-deli-westlands,4.1,Salad  Healthy Food,31/07/2020,15:07:35
Java House Rosslyn,https://food.jumia.co.ke/restaurant/k2mz/java-house-rosslyn,4.7,Continental  Chicken,31/07/2020,15:07:35
Pizza Mojo Wilson,https://food.jumia.co.ke/restaurant/k3xc/pizza-mojo-wilson,4.7,Pizza,31/07/2020,15:07:35
"Hong Kong Kitchen, Kileleshwa",https://food.jumia.co.ke/restaurant/k2ij/hong-kong-kitchen-kileleshwa,4.6,Chinese,31/07/2020,15:07:35
Java - Square,https://food.jumia.co.ke/restaurant/k5bz/java-square,4.7,Continental  Chicken,31/07/2020,15:07:35
Pizza Mojo - Mombasa Road,https://food.jumia.co.ke/restaurant/k1au/pizza-mojo-mombasa-road,4.6,Pizza,31/07/2020,15:07:35
Swahili Plate - Sarit Center,https://food.jumia.co.ke/restaurant/k4xm/swahili-plate-sarit-center-vendor,4.5,Halal  Kenyan,31/07/2020,15:07:35
Mc Frys - Hurlingham - Bei Poa,https://food.jumia.co.ke/restaurant/k0is/mc-frys-hurlingham-bei-poa,4.6,Burger  Halal  Kenyan  Chicken,31/07/2020,15:07:35
Artcaffe - Hub,https://food.jumia.co.ke/restaurant/k7ua/artcaffe-karen,4.5,Burger  Continental  Salad  Sandwiches  Cakes & Pastries,31/07/2020,15:07:35
Uncle Nene's Kitchen,https://food.jumia.co.ke/restaurant/k0bv/uncle-nene-s-kitchen,4.9,Burger,31/07/2020,15:07:35
Jaydee African Dishes,https://food.jumia.co.ke/restaurant/k2bk/jaydee-african-dishes,4.8,African,31/07/2020,15:07:35
Cold Stone - Sarit Center,https://food.jumia.co.ke/restaurant/k5pw/cold-stone-sarit-center,4.8,Milkshakes  Ice Cream,31/07/2020,15:07:35
Mc Frys - Karen,https://food.jumia.co.ke/restaurant/k5oq/mc-frys-karen,4.5,Burger  Halal  Kenyan  Chicken,31/07/2020,15:07:35
The Pork Pit.,https://food.jumia.co.ke/restaurant/k3un/the-pork-pit,4.4,African,31/07/2020,15:07:35
Mc Frys - Westlands - Bei poa,https://food.jumia.co.ke/restaurant/k3fu/mc-frys-westlands-bei-poa,4.6,Burger  Halal  Kenyan  Chicken,31/07/2020,15:07:35
Galito's -Parklands,https://food.jumia.co.ke/restaurant/k8cz/galito-s-parklands,4.6,Chicken,31/07/2020,15:07:36
My Duka - Ngong Road - Bei Poa,https://food.jumia.co.ke/restaurant/k7ou/my-duka-ngong-road-bei-poa,4,Kenyan,31/07/2020,15:07:36
Mercado Mexican Kitchen,https://food.jumia.co.ke/restaurant/k6qw/mercado-mexican-kitchen,4.3,Mexican,31/07/2020,15:07:36
Mc Frys - Westlands,https://food.jumia.co.ke/restaurant/k8hz/mc-fry-westlands,4.6,Burger  Halal  Kenyan  Chicken,31/07/2020,15:07:36
Wings Kenya,https://food.jumia.co.ke/restaurant/k5nx/wings-kenya,4.8,Chicken,31/07/2020,15:07:36
Chicken Inn-Union,https://food.jumia.co.ke/restaurant/k8vb/chicken-inn-union,4.6,Burger  Chicken,31/07/2020,15:07:36
Subway - The Hub,https://food.jumia.co.ke/restaurant/k3fw/subway-the-hub,4.7,Salad  Sandwiches,31/07/2020,15:07:36
Cold Stone Creamery - Yaya,https://food.jumia.co.ke/restaurant/k8wx/coldstone-creamery-yaya,4.5,Milkshakes  Ice Cream,31/07/2020,15:07:36
Mc Frys - Nairobi West,https://food.jumia.co.ke/restaurant/k7ad/mc-frys-nairobi-west,4.4,Burger  Halal  Kenyan  Chicken,31/07/2020,15:07:36
Urban - Langata,https://food.jumia.co.ke/restaurant/k6sh/urban-langata,4.7,Chicken  Milkshakes  Burger,31/07/2020,15:07:36
Nirvana Vegetarian Khazana,https://food.jumia.co.ke/restaurant/k3et/nirvana-vegetarian-khazana,4.5,Juices  Vegetarian  Indian,31/07/2020,15:07:36
Rozina's Restaurant - Westlands,https://food.jumia.co.ke/restaurant/k9pg/rozina-s-restaurant-westlands,4,Halal  Indian,31/07/2020,15:07:36
Mugg and Bean on the Move-ABC,https://food.jumia.co.ke/restaurant/k2cz/mugg-and-bean-on-the-move-abc,4.9,Sandwiches  Snacks  Continental,31/07/2020,15:07:36
Joe's Wings Atlanta - Ngong Road,https://food.jumia.co.ke/restaurant/k7vg/joe-s-wings-atlanta-ngong-road,4.3,Burger  Continental,31/07/2020,15:07:36
Cold Stone - Fortis Tower,https://food.jumia.co.ke/restaurant/k3zi/coldstone-fortis-tower,4.8,Milkshakes  Ice Cream,31/07/2020,15:07:36
Artcaffe - Chester House,https://food.jumia.co.ke/restaurant/k1gz/artcaffe-chester-house,4.6,Burger  Cakes & Pastries  Salad  Sandwiches  Continental,31/07/2020,15:07:36
MC Frys - South B,https://food.jumia.co.ke/restaurant/k3uk/mc-frys-south-b,4.6,Burger  Halal  Kenyan  Chicken,31/07/2020,15:07:36
Popeyes' Chicken and Fries - Bei Poa,https://food.jumia.co.ke/restaurant/k5iw/popeyes-chicken-and-fries-bei-poa,4.2,Kenyan  Chicken,31/07/2020,15:07:36
The Mayura - Westlands,https://food.jumia.co.ke/restaurant/k2at/the-mayura-westlands,4.6,Indian,31/07/2020,15:07:36
Cold Stone Creamery- Capital center,https://food.jumia.co.ke/restaurant/k9ji/cold-stone-creamery-capital-center,4.7,Milkshakes  Ice Cream,31/07/2020,15:07:36
Snack Attack - Sarit Center,https://food.jumia.co.ke/restaurant/k4gs/snack-attack-sarit-center,4.4,Burger  Halal  Juices  Vegetarian  Chicken,31/07/2020,15:07:36
Bbrood -Junction Mall,https://food.jumia.co.ke/restaurant/k8qt/bbrood-junction-mall,5,Cakes & Pastries,31/07/2020,15:07:37
Urban - Chester House,https://food.jumia.co.ke/restaurant/k2re/urban-chester-house,4.3,Chicken  Milkshakes  Burger,31/07/2020,15:07:37
Donuts World,https://food.jumia.co.ke/restaurant/k1to/donuts-world,4.6,Cakes & Pastries  Halal  Pasta  Salad  Continental,31/07/2020,15:07:37
Mama Rocks-Riviera,https://food.jumia.co.ke/restaurant/k5yb/mama-rocks-riviera,4.8,African  Burger,31/07/2020,15:07:37
Taj Sultan,https://food.jumia.co.ke/restaurant/k4rw/taj-sultan,4.5,Arabian  Yemeni,31/07/2020,15:07:37
Artcaffe Gallant,https://food.jumia.co.ke/restaurant/k7km/artcaffe-gallant,4.2,Cakes & Pastries  Juices  Salad  Sandwiches  Continental,31/07/2020,15:07:37
Big Square - 680,https://food.jumia.co.ke/restaurant/k5uy/big-square-kenyatta-avenue,4.7,Burger,31/07/2020,15:07:37
Burger Hut,https://food.jumia.co.ke/restaurant/k1og/burger-hut,4.1,Burger,31/07/2020,15:07:37
Pizza Inn-South B,https://food.jumia.co.ke/restaurant/k8yy/pizza-inn-south-b,4.8,Pizza,31/07/2020,15:07:37
Bao Box,https://food.jumia.co.ke/restaurant/k5jc/bao-box,4.6,Burger  Pasta  Pizza  Sandwiches  Continental,31/07/2020,15:07:37
Red Roses - Bei Poa,https://food.jumia.co.ke/restaurant/k5le/red-roses-bei-poa,3.4,Kenyan,31/07/2020,15:07:37
Take Eat Easy Kenya,https://food.jumia.co.ke/restaurant/k9eg/take-eat-easy-kenya,4.6,Barbeque  Chicken  Chinese  Continental  Vegetarian  Indian,31/07/2020,15:07:37
Artcaffe - Kimathi Street,https://food.jumia.co.ke/restaurant/k9rs/artcaffe-kimathi-street,4.6,Burger  Cakes & Pastries  Salad  Sandwiches  Continental,31/07/2020,15:07:37
Peppercorn,https://food.jumia.co.ke/restaurant/k6yo/peppercorn,4.6,Indian,31/07/2020,15:07:37
Pizza 2 Go- Westlands,https://food.jumia.co.ke/restaurant/k9cb/pizza-2-go-westlands,4.5,Pizza,31/07/2020,15:07:37
Cold Stone Creamery - Village Market,https://food.jumia.co.ke/restaurant/k8mg/cold-stone-creamery-village-market,5,Milkshakes  Ice Cream,31/07/2020,15:07:37
Pizza 2 Go - Valley Arcade,https://food.jumia.co.ke/restaurant/k5zk/pizza-2-go-valley-arcade,4.4,Pizza,31/07/2020,15:07:37
Mr Yao,https://food.jumia.co.ke/restaurant/k8su/mr-yao,0,Chicken  Japanese,31/07/2020,15:07:38
Pizza Mojo-680 Hotel,https://food.jumia.co.ke/restaurant/k1gq/pizza-mojo-680-hotel,4.7,Pizza,31/07/2020,15:07:38
Indian Cuisine,https://food.jumia.co.ke/restaurant/k7wi/indian-cuisine,4.4,Chicken  Vegetarian  Indian,31/07/2020,15:07:38
Shawarma Hub,https://food.jumia.co.ke/restaurant/k8um/shawarma-hub,0,Snacks,31/07/2020,15:07:38
D's Place-Lavington,https://food.jumia.co.ke/restaurant/k0di/d-s-place-lavington,4.7,Cakes & Pastries  Chicken  Healthy Food  Sandwiches  Snacks  Vegetarian  Continental,31/07/2020,15:07:38
Mc Frys - Hurligham,https://food.jumia.co.ke/restaurant/k1zn/mc-frys-hurligham,4.8,Burger  Halal  Kenyan  Chicken,31/07/2020,15:07:38
Chicken Inn-Highview,https://food.jumia.co.ke/restaurant/k7nj/chicken-inn-highview,4.6,Chicken,31/07/2020,15:07:38
Mc Frys - Lavington,https://food.jumia.co.ke/restaurant/k5yj/mc-frys-lavigntion,4.6,Burger  Halal  Kenyan  Chicken,31/07/2020,15:07:38
Subway - Gigiri,https://food.jumia.co.ke/restaurant/k3ge/subway-gigiri,4.7,Salad  Sandwiches,31/07/2020,15:07:38
Clay Oven,https://food.jumia.co.ke/restaurant/k1al/clay-oven,4.5,Chicken  Vegetarian  Indian,31/07/2020,15:07:38
Mc Frys - Nairobi West - Bei Poa,https://food.jumia.co.ke/restaurant/k9on/mc-frys-nairobi-west-bei-poa,4.5,Burger  Halal  Kenyan  Chicken,31/07/2020,15:07:38
Artcaffe - TRM,https://food.jumia.co.ke/restaurant/k2ox/artcaffe-trm,4.4,Burger  Continental  Salad  Sandwiches  Cakes & Pastries,31/07/2020,15:07:38
Cold Stone Creamery - HUB,https://food.jumia.co.ke/restaurant/k6bk/coldstone-creamery-hub,4.3,Milkshakes  Ice Cream,31/07/2020,15:07:38
Creamy Inn - Waiyaki Way,https://food.jumia.co.ke/restaurant/k5kp/creamy-inn-waiyaki-way,4.9,Cakes & Pastries  Snacks  Ice Cream,31/07/2020,15:07:38
Java House - Kimathi,https://food.jumia.co.ke/restaurant/k0in/java-nation-kimathi,4.8,Continental  Chicken,31/07/2020,15:07:38
Joe's Wings Atlanta - Bei Poa,https://food.jumia.co.ke/restaurant/k1yd/joe-s-wings-atlanta-bei-poa,4.2,Burger  Continental,31/07/2020,15:07:38
Pizza Inn - Lusaka Road,https://food.jumia.co.ke/restaurant/k2tn/pizza-inn-lusaka-road,4.5,Pizza,31/07/2020,15:07:38
Galito's-Ojijo,https://food.jumia.co.ke/restaurant/k0zo/galito-s-ojijo,4.7,Chicken,31/07/2020,15:07:38
Pizza Mojo Lavington,https://food.jumia.co.ke/restaurant/k5nz/pizza-mojo-lavington,4.6,Pizza,31/07/2020,15:07:38
Nyama Mama - Delta,https://food.jumia.co.ke/restaurant/k4mo/nyama-mama-delta,4.5,Kenyan  African,31/07/2020,15:07:38
Mugg and Bean On the Move-State House Total,https://food.jumia.co.ke/restaurant/k5ix/mugg-and-bean-on-the-move,4.4,Sandwiches  Snacks  Continental,31/07/2020,15:07:39
News Cafe- Sarit centre,https://food.jumia.co.ke/restaurant/k5mt/news-cafe-sarit-centre,4.5,Burger  Chicken  Healthy Food  Mexican  Pasta  Salad  Sandwiches  Seafood  Vegetarian  Continental,31/07/2020,15:07:39
"Hong Kong Kitchen, Ngong Rd Adams",https://food.jumia.co.ke/restaurant/k1tg/hong-kong-kitchen,5,Chinese,31/07/2020,15:07:39
Chicken Inn-UJA,https://food.jumia.co.ke/restaurant/k6rq/chicken-inn-uja,4.5,Burger  Chicken,31/07/2020,15:07:39
Bridges Organic - Bei Poa,https://food.jumia.co.ke/restaurant/k9by/bridges-organic-bei-poa,4.8,African  Healthy Food  Kenyan,31/07/2020,15:07:39
Connect Coffee Roasters - Riverfront,https://food.jumia.co.ke/restaurant/k3xp/connect-coffee-roasters,4.6,Continental  Snacks  Sandwiches,31/07/2020,15:07:39
Bob's BBQ Corner,https://food.jumia.co.ke/restaurant/k7ko/bob-s-bbq-corner,4,Chicken  Indian  Barbeque,31/07/2020,15:07:39
