Restaurant Name,URL,Reviews,Tags,Created_at(date),Created_at(time)
Mc Frys - Karen - Bei poa,https://food.jumia.co.ke/restaurant/k3tg/mc-frys-karen-bei-poa,4.5,African  Barbeque  Burger  Chicken,31/07/2020,15:07:46
Flame Grill,https://food.jumia.co.ke/restaurant/k3gb/flame-grill,3.3,Barbeque  Chicken  Burger,31/07/2020,15:07:46
Rocomamas - Village Market,https://food.jumia.co.ke/restaurant/k2dd/rocomamas,4.3,Lebanese  Seafood  Sushi,31/07/2020,15:07:46
Phoenician Japanese Restaurant & Sushi Bar,https://food.jumia.co.ke/restaurant/k8wy/phoenician-restaurant-sushi-bar,4.9,Chicken,31/07/2020,15:07:46
Chicken Inn- Garden City,https://food.jumia.co.ke/restaurant/k0rv/chicken-inn-garden-city,4.5,African  Barbeque  Kenyan,31/07/2020,15:07:46
Baba Nyama Choma - Bei Poa - Wood Avenue,https://food.jumia.co.ke/restaurant/k8qo/baba-nyama-choma-bei-poa-wood-aveanue,3.7,Continental  Chicken,31/07/2020,15:07:47
Java House - Ciata Mall,https://food.jumia.co.ke/restaurant/k4bh/java-house-ciata-mall,4.7,Chicken  Chinese  Indian,31/07/2020,15:07:47
Shangrila Parklands,https://food.jumia.co.ke/restaurant/k8ab/shangrila,4.2,Kenyan,31/07/2020,15:07:47
Kabuda's Kitchen - Bei Poa,https://food.jumia.co.ke/restaurant/k4gi/kabuda-s-kitchen-bei-poa,4.7,Meat  Sandwiches  Seafood  Continental,31/07/2020,15:07:47
Mi Lola Tapas & Wine Bar,https://food.jumia.co.ke/restaurant/k3wr/mi-lola-tapas,0,Healthy Food  Mexican  Barbeque,31/07/2020,15:07:47
Peppertree,https://food.jumia.co.ke/restaurant/k6nt/peppertree,4.7,Chicken  Seafood  Chinese,31/07/2020,15:07:47
Mister Wok - The Hub,https://food.jumia.co.ke/restaurant/k6ma/mister-wok-the-hub,4.4,Burger  Chicken  Pizza  Sandwiches  Vegetarian,31/07/2020,15:07:47
Chicago the Pizza Place,https://food.jumia.co.ke/restaurant/k7lf/chicago-the-pizza-place,4.4,Barbeque  Burger  Salad  Snacks  Chicken,31/07/2020,15:07:47
NewYork Delicatessen - Jogoo Road - Bei Poa,https://food.jumia.co.ke/restaurant/k4dn/newyork-delicatessen-jogoo-road-bei-poa,4.1,Chicken,31/07/2020,15:07:47
Galito's - Capital Center,https://food.jumia.co.ke/restaurant/k2xj/galito-s-capital-center,4.8,Japanese  Sushi  Thai  Vegetarian  Chinese,31/07/2020,15:07:47
Mushu Oriental,https://food.jumia.co.ke/restaurant/k4hz/mushu-oriental,5,Burger  Chicken,31/07/2020,15:07:47
Maritozz Bei Poa,https://food.jumia.co.ke/restaurant/k1kq/maritozz,4.2,Burger  Chicken,31/07/2020,15:07:47
Galito's - Junction,https://food.jumia.co.ke/restaurant/k0hb/galito-s-junction,4.6,Chicken  Milkshakes  Burger,31/07/2020,15:07:47
Urban - Garden City,https://food.jumia.co.ke/restaurant/k5xw/urban-garden-city,4.7,Halal  Vegetarian  Indian,31/07/2020,15:07:47
Royal Spice Kitchen,https://food.jumia.co.ke/restaurant/k9lj/royal-spice-kitchen,4.4,Healthy Food  Vegetarian  Indian,31/07/2020,15:07:47
Chowpaty - Westlands,https://food.jumia.co.ke/restaurant/k8wk/chowpaty-westlands,4.2,African  Barbeque  Chinese  Indian,31/07/2020,15:07:47
Whitefield Restaurant,https://food.jumia.co.ke/restaurant/k8av/whitefield-restaurant,4.5,Pizza,31/07/2020,15:07:47
Pizza Mojo - Junction,https://food.jumia.co.ke/restaurant/k4ii/pizza-mojo-junction,4.7,Continental,31/07/2020,15:07:47
Wasp and Sprout,https://food.jumia.co.ke/restaurant/k4fl/wasp-and-sprout,4.8,Pan Asian,31/07/2020,15:07:47
Pan Asian Yao,https://food.jumia.co.ke/restaurant/k5fa/pan-asian-yao,4.3,Barbeque  Continental  Kenyan  Arabian,31/07/2020,15:07:48
Manara Restaurant,https://food.jumia.co.ke/restaurant/k3gk/manara-restaurant,4.3,Continental  Indian  Chicken,31/07/2020,15:07:48
Marita's Bhajias,https://food.jumia.co.ke/restaurant/k3ka/marita-s-bhajias,4.6,Barbeque  Indian,31/07/2020,15:07:48
Spicy Barbecue House,https://food.jumia.co.ke/restaurant/k4yb/spicy-barbecue-house,3,Continental,31/07/2020,15:07:48
Charlie's Bistro - Kileleshwa,https://food.jumia.co.ke/restaurant/k2uc/charlie-s-bistro-kileleshwa,4.3,Halal  Continental,31/07/2020,15:07:48
Attibassi - Upperhill,https://food.jumia.co.ke/restaurant/k7zd/attibassi-upperhill,4.6,Kenyan  Nigerian,31/07/2020,15:07:48
Tomi's Kitchen Nairobi,https://food.jumia.co.ke/restaurant/k4mk/tomi-s-kitchen-nairobi,4,Continental  Mexican  Salad  Seafood  Sandwiches,31/07/2020,15:07:48
Pete's Cafe - Chania,https://food.jumia.co.ke/restaurant/k9rc/pete-s-cafe-chania,4.6,Chicken  Seafood  Chinese,31/07/2020,15:07:48
Mister Wok - 2 Rivers,https://food.jumia.co.ke/restaurant/k4wu/mister-wok-2-rivers,4.6,Barbeque  Indian,31/07/2020,15:07:48
Tikka Corner Barbeque,https://food.jumia.co.ke/restaurant/k2xz/tikka-corner-barbeque,4.8,Burger  Meat  Pasta  Pizza  Sandwiches  Continental,31/07/2020,15:07:48
Harvest Restaurant,https://food.jumia.co.ke/restaurant/k7bh/harvest-restaurant,5,Lebanese,31/07/2020,15:07:48
Hob House,https://food.jumia.co.ke/restaurant/k9wt/hob-house,4.8,Arabian  Halal  Kenyan,31/07/2020,15:07:48
Lavash Cafe,https://food.jumia.co.ke/restaurant/k7hx/lavash-cafe,4.5,Lebanese  Seafood  Sushi,31/07/2020,15:07:48
Phoenician Lebanese Restaurant & Sushi Bar,https://food.jumia.co.ke/restaurant/k9cf/phoenician-japanese-restaurant-sushi-bar,4.2,Burger,31/07/2020,15:07:48
FNKYBGR,https://food.jumia.co.ke/restaurant/k4km/fnkybgr,4.4,African  Barbeque  Kenyan,31/07/2020,15:07:48
Baba Nyama Choma - Nairobi West,https://food.jumia.co.ke/restaurant/k9mm/baba-nyama-choma-vendor,4,Indian  Kenyan,31/07/2020,15:07:48
Nagalas Chakula,https://food.jumia.co.ke/restaurant/k5vx/nagalas-chakula,4.4,Chicken,31/07/2020,15:07:49
Chicken House - Ruaka,https://food.jumia.co.ke/restaurant/k7cs/chicken-house-ruaka,4,Halal  Salad  Sandwiches  Healthy Food,31/07/2020,15:07:49
Absolute Juice,https://food.jumia.co.ke/restaurant/k8yn/absolute-juice,4.5,Indian,31/07/2020,15:07:49
Moto Moto Barbecue,https://food.jumia.co.ke/restaurant/k1rw/moto-moto-barbecue,4.2,Ice Cream,31/07/2020,15:07:49
Cold Stone Creamery- Galleria,https://food.jumia.co.ke/restaurant/k1na/coldstone-creamery-galleria,5,Cakes & Pastries,31/07/2020,15:07:49
Bbrood - Magadi Road,https://food.jumia.co.ke/restaurant/k1xt/bbrood-kenya,5,African  Kenyan  Chicken,31/07/2020,15:07:49
Dial a Koroga - Bei Poa,https://food.jumia.co.ke/restaurant/k4ys/dial-a-koroga-bei-poa,4.4,Sushi  Pan Asian,31/07/2020,15:07:49
Asian Gardens,https://food.jumia.co.ke/restaurant/k0vr/asian-gardens,4,Italian,31/07/2020,15:07:49
Panarottis,https://food.jumia.co.ke/restaurant/k7qs/panarottis,5,Milkshakes  Ice Cream,31/07/2020,15:07:49
Cold Stone Creamery - TRM,https://food.jumia.co.ke/restaurant/k9ir/coldstone-creamery-trm,4.1,Chicken  Seafood  Chinese,31/07/2020,15:07:49
Mister Wok-Mombasa road,https://food.jumia.co.ke/restaurant/k4it/mister-wok-mombasa-road,4.3,African,31/07/2020,15:07:49
Baba Nyama Grill,https://food.jumia.co.ke/restaurant/k0fr/baba-nyama-grill,4.7,Burger  Halal  Kenyan  Chicken,31/07/2020,15:07:49
Mc Frys - Gigiri - Bei poa,https://food.jumia.co.ke/restaurant/k3to/mc-frys-gigiri-bei-poa,4.4,Chicken  Kenyan,31/07/2020,15:07:49
Canteen - Gallant,https://food.jumia.co.ke/restaurant/k5hl/canteen-gallant,4,Chicken,31/07/2020,15:07:50
Kukito - Lavington,https://food.jumia.co.ke/restaurant/k5tm/kukito-lavington,4,Chicken,31/07/2020,15:07:50
Galito's - Garden City,https://food.jumia.co.ke/restaurant/k2ta/galito-s-garden-city1,4.8,Milkshakes  Ice Cream,31/07/2020,15:07:50
Cold Stone Creamery - UN Corner,https://food.jumia.co.ke/restaurant/k2xs/coldstone,4.8,Pasta,31/07/2020,15:07:50
Pasta Republic,https://food.jumia.co.ke/restaurant/k6gi/pasta-republic,0,African  Burger  Chicken  Goat meat  Ice Cream  Juices  Kenyan  Milkshakes  Salad  Meat,31/07/2020,15:07:50
Meaty Meat & Veg. Corner,https://food.jumia.co.ke/restaurant/k0wt/meaty-meat,5,Pizza,31/07/2020,15:07:50
Pizza Mojo-Two Rivers,https://food.jumia.co.ke/restaurant/k0dn/pizza-mojo-two-rivers,4.7,Pizza  Wine  Italian,31/07/2020,15:07:50
La Cantina,https://food.jumia.co.ke/restaurant/k3lr/la-cantina,4.6,African  Kenyan,31/07/2020,15:07:50
Fiesta Place-Westlands,https://food.jumia.co.ke/restaurant/k1cq/fiesta-place-westlands,5,African  Continental  Kenyan,31/07/2020,15:07:50
Glorious Kitchen-Bei Poa,https://food.jumia.co.ke/restaurant/k0wo/glorious-kitchen-bei-poa,4,Healthy Food  Herbs and Spices  Vegetarian  Salad,31/07/2020,15:07:50
Rabuko Salad Bistro,https://food.jumia.co.ke/restaurant/k9pv/rabuko-salad-bistro,0,Chicken  Salad  Continental,31/07/2020,15:07:50
The Snack Express,https://food.jumia.co.ke/restaurant/k5qh/the-snack-express,4.6,Continental,31/07/2020,15:07:50
Saape Lounge-Ciata Mall,https://food.jumia.co.ke/restaurant/k1nf/saape-lounge-ciata-mall,4.5,Sandwiches,31/07/2020,15:07:50
Creamy Inn-Buruburu,https://food.jumia.co.ke/restaurant/k0hq/creamy-inn-buruburu,0,Desserts  Health and wellness  Milkshakes  Non-Alcoholic Drinks  Juices,31/07/2020,15:07:50
Ruby Cold House,https://food.jumia.co.ke/restaurant/k5hx/ruby-cold-house,5,Chicken  Chinese  Indian,31/07/2020,15:07:50
Shangrila Muthaiga,https://food.jumia.co.ke/restaurant/k8yw/shangrila-muthaiga,4.4,Kenyan  Fish,31/07/2020,15:07:50
The Big Fish - Bei Poa,https://food.jumia.co.ke/restaurant/k8is/the-big-fish-bei-poa,4.6,African  Burger,31/07/2020,15:07:50
Mama Rocks-Karen,https://food.jumia.co.ke/restaurant/k2ub/mama-rocks-karen,4.7,Supermarket,31/07/2020,15:07:50
Water by Carrefour,https://food.jumia.co.ke/restaurant/k3vv/water-by-carrefour,4.7,Burger  Continental  Salad  Sandwiches  Cakes & Pastries,31/07/2020,15:07:51
Artcaffe - Village Market,https://food.jumia.co.ke/restaurant/k6fp/artcaffe-village-market,4.4,Chicken  Seafood  Sushi,31/07/2020,15:07:51
Cheka Izakaya,https://food.jumia.co.ke/restaurant/k9uj/cheka-izakaya,4.4,Chicken  Milkshakes  Pizza,31/07/2020,15:07:51
Pizza Planet -TRM,https://food.jumia.co.ke/restaurant/k8qd/pizza-planet-trm,4.8,Burger  Continental  Sandwiches  Barbeque,31/07/2020,15:07:51
Spur Soaring Eagle,https://food.jumia.co.ke/restaurant/k4nc/spur-soaring-eagle,4.7,Pizza,31/07/2020,15:07:51
Pizza Inn - Parklands,https://food.jumia.co.ke/restaurant/k5lv/pizza-inn-parklands,4.7,Barbeque  Burger  Milkshakes  Salad  Sandwiches  Continental,31/07/2020,15:07:51
Golden Eagle Spur -Kiambu road,https://food.jumia.co.ke/restaurant/k2nd/golden-eagle-spur-kiambu-road,4.3,Burger  Cakes & Pastries  Juices  Salad  Sandwiches  Continental,31/07/2020,15:07:51
Artcaffe -Limuru Road,https://food.jumia.co.ke/restaurant/k2sn/artcaffe-limuru-road,4.5,Burger  Halal  Kenyan  Chicken,31/07/2020,15:07:51
Mc Frys - Gigiri,https://food.jumia.co.ke/restaurant/k6mg/mc-frys-gigiri,4.5,Burger  Halal  Kenyan  Chicken,31/07/2020,15:07:51
Mc Frys - Adams Arcade,https://food.jumia.co.ke/restaurant/k8rk/mc-frys-adams-arcade,4,Barbeque  Indian,31/07/2020,15:07:51
Tandoori Patio,https://food.jumia.co.ke/restaurant/k0yq/tanddori-patio,4.6,African,31/07/2020,15:07:51
Rokenias Kitchen,https://food.jumia.co.ke/restaurant/k0jq/rokenias-kitchen,4.2,Chicken  Milkshakes  Burger,31/07/2020,15:07:51
Urban - Ngong Road,https://food.jumia.co.ke/restaurant/k0zq/urban-ngong-road,4.6,Supermarket  Juices,31/07/2020,15:07:51
Keringet - Cabanas,https://food.jumia.co.ke/restaurant/k5ah/keringet-cabanas,5,Burger  Halal  Kenyan  Chicken,31/07/2020,15:07:51
Mc Frys - HighRidge,https://food.jumia.co.ke/restaurant/k7qd/mc-frys-highridge,4.5,Supermarket  Juices,31/07/2020,15:07:51
Keringet - Ngong Road,https://food.jumia.co.ke/restaurant/k0bj/keringet-ngong-road,4.9,Chicken  Milkshakes  Burger,31/07/2020,15:07:51
Urban - The Hub,https://food.jumia.co.ke/restaurant/k8wa/urban-the-hub,4.6,Continental  Burger,31/07/2020,15:07:52
Sierra Burger Bar (Yaya Center),https://food.jumia.co.ke/restaurant/k4qc/sierra-burger-bar,4.6,Indian,31/07/2020,15:07:52
Mughlai Terrace - Landmark Suites,https://food.jumia.co.ke/restaurant/k2al/mughlai-terrace-landmark-suites,4.1,Chicken  Continental  Italian  Pasta  Pizza,31/07/2020,15:07:52
Mediterraneo 9 west,https://food.jumia.co.ke/restaurant/k7xy/mediterraneo-restaurant,4.6,Chicken,31/07/2020,15:07:52
Galito's -Union,https://food.jumia.co.ke/restaurant/k8km/galito-s-union,4.6,Continental  Kenyan,31/07/2020,15:07:52
The Plate Restaurant - Bei Poa,https://food.jumia.co.ke/restaurant/k9dv/the-plate-restaurant-bei-poa,4.2,Chicken,31/07/2020,15:07:52
Pizza Inn - Fourways,https://food.jumia.co.ke/restaurant/k7dt/pizza-inn-fourways,4.5,Barbeque  Continental  Burger,31/07/2020,15:07:52
The Grill Shack,https://food.jumia.co.ke/restaurant/k4hi/the-grill-shack,4.5,Chicken  Halal  Indian,31/07/2020,15:07:52
Hyderabadi Briyani House,https://food.jumia.co.ke/restaurant/k8ln/hyderabadi-briyani-house,4,Nyama Choma  African,31/07/2020,15:07:52
En-Tumo Restaurant,https://food.jumia.co.ke/restaurant/k3wm/en-tumo-restaurant,4.7,Supermarket  Juices,31/07/2020,15:07:52
Coca-Cola Bottling Africa Distributor (Ngong Road),https://food.jumia.co.ke/restaurant/k6nh/coca-cola-company-ngong-road,5,Snacks  African,31/07/2020,15:07:52
Magic Plate Kitchen,https://food.jumia.co.ke/restaurant/k8li/magic-plate-kitchen,5,Burger  Pasta  Sandwiches  Continental,31/07/2020,15:07:52
Arbor Place,https://food.jumia.co.ke/restaurant/k9ez/arbor-place,4.4,Chicken,31/07/2020,15:07:52
Chicken Inn-Two rivers,https://food.jumia.co.ke/restaurant/k2sg/chicken-inn-two-rivers,4.6,Continental,31/07/2020,15:07:52
Saape Lounge - Lavington,https://food.jumia.co.ke/restaurant/k0hg/saape-lounge-lavington,3.8,Kenyan,31/07/2020,15:07:52
City Star Restaurant,https://food.jumia.co.ke/restaurant/k5js/city-star-restaurant,5,Continental  Sandwiches  Snacks  Halal,31/07/2020,15:07:52
Mugg and Bean On the Move-Limuru Road,https://food.jumia.co.ke/restaurant/k4in/mugg-and-bean-on-the-move-2,4.7,African  Indian  Italian,31/07/2020,15:07:53
Rustic Pipe Bistro,https://food.jumia.co.ke/restaurant/k6qm/rustic-pipe-bistro,0,Chicken,31/07/2020,15:07:53
Galito's - Lusaka road,https://food.jumia.co.ke/restaurant/k9px/galito-s-lusaka-road,4.7,Italian  Pasta  Salad  Pizza,31/07/2020,15:07:53
Mambo Italia - Garden City,https://food.jumia.co.ke/restaurant/k3wt/mambo-italia-garden-city,4.6,Burger  Chicken  Continental  Salad  African,31/07/2020,15:07:53
Kengele's Lavington,https://food.jumia.co.ke/restaurant/k5sd/kengele-s-lavington,4.8,Fish  Italian  Pizza  Egyptian,31/07/2020,15:07:53
Egyptian Chef,https://food.jumia.co.ke/restaurant/k7kw/egyptian-chef,5,Kenyan  Continental,31/07/2020,15:07:53
Anika Sweet n Savoury,https://food.jumia.co.ke/restaurant/k4gm/anika-sweet-n-savoury,4.8,Sandwiches,31/07/2020,15:07:53
Creamy Inn- Lusaka,https://food.jumia.co.ke/restaurant/k6xp/creamy-inn-lusaka,4.3,Gifts  Groceries  Herbs and Spices  Supermarket,31/07/2020,15:07:53
Carrefour Supermarket -TR,https://food.jumia.co.ke/restaurant/k2os/carrefour_river,4.5,Chinese  Indian  African,31/07/2020,15:07:53
Flavaz And Spyce,https://food.jumia.co.ke/restaurant/k1ic/flavaz,3,Kenyan,31/07/2020,15:07:53
Mangrove Restaurant,https://food.jumia.co.ke/restaurant/k7td/mangrove-restaurant,5,Chicken  Halal  Kenyan,31/07/2020,15:07:53
Swahili Plate - CBD,https://food.jumia.co.ke/restaurant/k1pe/swahili-plate-cbd,4.6,Supermarket  Juices,31/07/2020,15:07:53
Keringet - Langata,https://food.jumia.co.ke/restaurant/k8hs/keringet-langata,4,Pizza,31/07/2020,15:07:53
Pizza Mojo Moi Avenue,https://food.jumia.co.ke/restaurant/k1kx/pizza-mojo-moi-avenue,4.5,Supermarket  Juices,31/07/2020,15:07:53
Keringet - Syokimau,https://food.jumia.co.ke/restaurant/k8at/keringet-syokimau,5,Chicken  Pizza,31/07/2020,15:07:53
Pizza Inn-Thika Road,https://food.jumia.co.ke/restaurant/k8hy/pizza-inn-thika-road,4.6,Chicken,31/07/2020,15:07:53
Teriyaki Japan - Two Rivers,https://food.jumia.co.ke/restaurant/k6jo/teriyaki-japan-two-rivers,0,Chicken  Seafood  Vegetarian  Chinese,31/07/2020,15:07:53
Hakka By Haandi,https://food.jumia.co.ke/restaurant/k7vf/hakka-by-haandi,0,Chicken  Kenyan,31/07/2020,15:07:53
Canteen - Garden City,https://food.jumia.co.ke/restaurant/k9fo/canteen-garden-city,5,Indian,31/07/2020,15:07:54
Peppercorn - South C,https://food.jumia.co.ke/restaurant/k0ry/peppercorn-south-c,3.5,Snacks  Ice Cream,31/07/2020,15:07:54
Creamy Inn-Ojijo,https://food.jumia.co.ke/restaurant/k8ro/creamy-inn-ojijo,0,Barbeque  Burger  Salad  Snacks  Chicken,31/07/2020,15:07:54
NewYork Delicatessen - Outering Road,https://food.jumia.co.ke/restaurant/k1wx/newyork-delicatessen-ruaraka,4.1,Continental,31/07/2020,15:07:54
Medallion SteakHouse,https://food.jumia.co.ke/restaurant/k5xj/meddalion-steak-house,4.4,Kenyan  Continental,31/07/2020,15:07:54
Saape Lounge - TRM,https://food.jumia.co.ke/restaurant/k6ra/saape-lounge-trm,4.2,Burger  Chicken  Healthy Food  Mexican  Pasta  Salad  Sandwiches  Seafood  Vegetarian  Continental,31/07/2020,15:07:54
News Cafe -Hardy,https://food.jumia.co.ke/restaurant/k4xg/news-cafe-hardy,4.4,Kenyan  African,31/07/2020,15:07:54
Nyama Mama - Capital Center,https://food.jumia.co.ke/restaurant/k9gu/nyama-mama-capital-center,4.5,Sandwiches,31/07/2020,15:07:54
The Sandwich Joint - Bei Poa,https://food.jumia.co.ke/restaurant/k0yd/the-sandwich-joint-bei-poa,0,Burger  Continental  Indian  Pizza  Lebanese,31/07/2020,15:07:54
Aldar Restaurant,https://food.jumia.co.ke/restaurant/k1qy/aldar-restaurant,5,Burger  Chicken  Fish  Continental,31/07/2020,15:07:54
Pallet Cafe - Thigiri,https://food.jumia.co.ke/restaurant/k7rd/pallet-cafe,0,Pizza,31/07/2020,15:07:54
Pizza Inn - 680,https://food.jumia.co.ke/restaurant/k7ls/pizza-inn-680,5,Kenyan  African,31/07/2020,15:07:54
Tamambo,https://food.jumia.co.ke/restaurant/k1cf/tamambo,0,Supermarket  Juices,31/07/2020,15:07:55
Coca-Cola Bottling Africa Distributor (Cabanas),https://food.jumia.co.ke/restaurant/k0fk/coca-cola-company-cabanas,0,Continental  Fish,31/07/2020,15:07:55
Frying Nemo,https://food.jumia.co.ke/restaurant/k7uo/frying-nemo,5,Cheese  Juices  Groceries,31/07/2020,15:07:55
Roadside Food Corner Ltd,https://food.jumia.co.ke/restaurant/k4gf/roadside-food-corner-ltd,0,Continental  Chicken,31/07/2020,15:07:55
Zucchini Green Grocers-Westlands,https://food.jumia.co.ke/restaurant/k3wp/zucchini-green-grocers-westlands,4.3,Burger  Chicken,31/07/2020,15:07:55
Java House TRM,https://food.jumia.co.ke/restaurant/k9ev/java-house-trm,4.6,Supermarket  Juices,31/07/2020,15:07:55
Chicken Inn - Waiyaki Way,https://food.jumia.co.ke/restaurant/k3gj/chicken-inn-waiyaki-way,4.6,Continental  Italian  Pizza  Pasta,31/07/2020,15:07:55
Coca-Cola Bottling Africa Distributor (Langata),https://food.jumia.co.ke/restaurant/k0hj/coke-langata,0,African  Barbeque  Kenyan,31/07/2020,15:07:55
La Salumeria,https://food.jumia.co.ke/restaurant/k9se/la-salumeria,4.4,Continental  Pasta  Pizza,31/07/2020,15:07:55
Baba Nyama Choma - Bei Poa,https://food.jumia.co.ke/restaurant/k5gq/baba-nyama-choma,4.3,Sushi,31/07/2020,15:07:55
360 Degrees Artisan Pizza - ABC,https://food.jumia.co.ke/restaurant/k0nu/360-degrees-artisan-pizza,4.6,Burger  Chicken,31/07/2020,15:07:55
